text,label,source
poor quality and misleading description rv djmzgs yjzyom fkuiex sufmwj,negative,review
excellent quality and fast shipping rv gsrhwi jrqgrj fkzhmz ujmerb,positive,review
refund process was a nightmare rv vpdrls ecemuq xjuqln hpccje,negative,review
this is amazing work tw vkkljg ytqpry uadvlo hutthb,positive,tweet
train delayed as usual tw lgjsnx oqeojd wwdonp iceixv,neutral,tweet
arrived damaged and late rv lpldfi pniaab mqokqz znzqej,negative,review
best day ever blessed tw unmnpm abrgxl akyqga vauxhh,positive,tweet
weather looks okay today tw uajybd jeiozg duxvza pfadcx,neutral,tweet
five stars would buy again rv bsqpgc fnpphc ztyfeo umvyao,positive,review
amazing value for the price rv svipkz omswxz ixyukg lhnlsp,positive,review
average product for the category rv uqxccu vxybky wyoagy stmygb,neutral,review
meeting at pm work tw pkrxgh sfbwln ookzmo ooeexy,neutral,tweet
reading the news tw hoswri iawspc xwegcm vmabpn,neutral,tweet
terrible experience today tw uoxgeb gaxshp mczruj przoab,negative,tweet
this is amazing work tw qbhgws pibcvi rsvbfk agseyw,positive,tweet
neutral experience overall rv nhxpzs iwyzce qyqmns dczeve,neutral,review
this is amazing work tw dcmdll tizbxo rdmcrj utlsgw,positive,tweet
packaging was standard rv rcdvxe vwuyhv tthgbf klsxqy,neutral,review
excellent quality and fast shipping rv bqkuqz zlxqqg xrfykw nwzpem,positive,review
so proud of everyone today winning tw ecfnin jpzcli hxuptt godeja,positive,tweet
meeting at pm work tw cxhjvu gxyxej bmwjfi esknhg,neutral,tweet
terrible experience today tw nkyjfg lnpprw zfwnlw smarzt,negative,tweet
packaging was standard rv xdsnpt pveate lcsebd rerxxl,neutral,review
meeting at pm work tw qqfikx eotwbv wkbjvu bjhggg,neutral,tweet
grateful for good news tw acuneo fbimkg okkymi ynicpa,positive,tweet
this is unacceptable tw qgwgjf yraxdg qwplws fovdfl,negative,tweet
perfect fit and great material rv cpjzef jaiwuv gfnddr tbbgjm,positive,review
stopped working after two days rv wbesck rlwvju fhhfjc mxlcrl,negative,review
love this update happy tw bahbpl mefbrz wxunhk hnxkic,positive,tweet
excellent quality and fast shipping rv ftcnvv xcpjmt bfsxqg dzaihx,positive,review
neutral experience overall rv jlwoji ggctzt pdzdvl hhhizs,neutral,review
average product for the category rv cipkns zaaucq ietzhg ktqxio,neutral,review
meeting at pm work tw qxqmpt fluesq kqlmpu fqpfpm,neutral,tweet
not worth the money at all rv snmvuz mrewta xlwelm ktslaq,negative,review
lunch was fine tw svekfg ymzfft vfkqpu tznyxi,neutral,tweet
terrible experience today tw eyequo yovoex kcztvt nmhmkr,negative,tweet
reading the news tw snvidy wprtsm tqvmbt dszuds,neutral,tweet
best day ever blessed tw guetik xzccmr mrkiqo azwtsq,positive,tweet
packaging was standard rv hdnznt mrpxvj ahgail iicamd,neutral,review
poor quality and misleading description rv tqsaef hpvsbb wzynki zwruuo,negative,review
excellent quality and fast shipping rv phekzs aazogt ocgyyb uoffcd,positive,review
worst service ever tw puaptb hwueaf ubjzdo tfscdd,negative,tweet
stopped working after two days rv uzwguj hynrpv pdknzs fexasi,negative,review
five stars would buy again rv yrubrr xamore dicoin qdzhkt,positive,review
lunch was fine tw gxfnby aulwkz tlkadp yqggek,neutral,tweet
worst service ever tw ohiucl cjqqru czihdd clbrgk,negative,tweet
not happy with this outcome angry tw fzfmbc nwjksx oyvotz ikzfgf,negative,tweet
neutral experience overall rv nxuqmu vybmuo hjpnpc jssvrn,neutral,review
not worth the money at all rv uniatr sdagsb sdfbzx huaele,negative,review
grateful for good news tw vwwtsz rfoxsl bcyjkl mcynrc,positive,tweet
arrived damaged and late rv fxhzqp uhlcrx vwynnj ppjdgc,negative,review
packaging was standard rv bnewoi kmntrh vturls ubpiet,neutral,review
disappointed again fail tw mdhnxp iywyss iyzzum lpvtmp,negative,tweet
disappointed again fail tw zffjaf vsutbd klpttr afqxid,negative,tweet
best day ever blessed tw lprhzc ojlnie jaaqye ljpraw,positive,tweet
it works as described rv wwdatc esiixh xdziwu zciazr,neutral,review
weather looks okay today tw avckhj gheity xzdugl posuax,neutral,tweet
best day ever blessed tw tzwjnt kiqstl etspqx uppzft,positive,tweet
customer service resolved everything quickly rv khiriq niobqf dhsqnk infewa,positive,review
neutral experience overall rv koqyhv pknvzr cmpqjg jvbpwg,neutral,review
average product for the category rv awdpaw qyxvmp dlfbpo udxbpj,neutral,review
arrived damaged and late rv fqijeg jpvcts qetazv pkkcki,negative,review
average product for the category rv iwzmnx bhgepg zstpid ktezbw,neutral,review
love this update happy tw gqaxwc crjxrs llihtg omsaif,positive,tweet
arrived damaged and late rv hkwnhv tsryde pixgtu eekykd,negative,review
not worth the money at all rv wepebu kxgmwz jtscdt wewqln,negative,review
so proud of everyone today winning tw awihjc mvxkcr fpklgs ifxvgp,positive,tweet
packaging was standard rv cghoyt yhoznz ymxsyz vtomrd,neutral,review
reading the news tw oafdni yrwpxd ebnawf ceqqmn,neutral,tweet
reading the news tw vohteb dxxglu yyjvne wcfpma,neutral,tweet
five stars would buy again rv snbenw nomukf ofrujl gspitx,positive,review
refund process was a nightmare rv jwjkhq cdraur dwrtml ulqgjj,negative,review
excellent quality and fast shipping rv hovxze unftxj vyfbnm ckvitq,positive,review
packaging was standard rv xmnskj ecxywp wwlnep kfqaad,neutral,review
not worth the money at all rv ahsnzt njkgkt dpmkbi odzrqg,negative,review
disappointed again fail tw pdxedl cgjffx qisvsg saqysf,negative,tweet
so proud of everyone today winning tw lfutbs uvumyk zndadi hqxqrs,positive,tweet
weather looks okay today tw mggklm ihwjhm tpavsh uwcowz,neutral,tweet
it works as described rv ipnasn waunio ewuikf logoro,neutral,review
customer service resolved everything quickly rv cmxihk ystazb syhprc ivnbjp,positive,review
not worth the money at all rv hsfmmt gpamhe lybgdh sfqbjr,negative,review
stopped working after two days rv qpttvx hqiwii bjlqrg dcjcjp,negative,review
lunch was fine tw cafucp srfdug iqnfsr kxpzxv,neutral,tweet
poor quality and misleading description rv ytbpmw hjdlgl soodbv bddkui,negative,review
terrible experience today tw jzhaba yzzgrt mvvxar pbmymw,negative,tweet
arrived damaged and late rv irnzkn lqxdrt rvdanc pguzvw,negative,review
so proud of everyone today winning tw stpbfi mettvw mbmkwh bxpila,positive,tweet
so proud of everyone today winning tw eabhpt yconus gwwmpm heuway,positive,tweet
neutral experience overall rv mqqcii stbqbg zkqmfj xbvloi,neutral,review
poor quality and misleading description rv qiyrzx gjyvtf pmnrbs uqyinu,negative,review
average product for the category rv tqtbrr uqwcsm vnjzlf gdsdvs,neutral,review
it works as described rv sqhiqi tevwwn pxjron vftnlb,neutral,review
lunch was fine tw bnghnt trotlz aytyuq fecbiz,neutral,tweet
average product for the category rv ssfmum lgxmwd xtpuoh dogsjy,neutral,review
not worth the money at all rv zmzinx cjsoik tpusgd qgswys,negative,review
stopped working after two days rv prqccs gqwwsu ssbmqf wbdygu,negative,review
five stars would buy again rv cbrobq fmtpzd yqzfgm bdapde,positive,review
average product for the category rv ivaygs atqivm qlxnan mxsxtf,neutral,review
five stars would buy again rv dueeyi roasxx rpexmi sngffl,positive,review
this is amazing work tw kyovos apdicm uzhvwh zknlqr,positive,tweet
best day ever blessed tw dzdpgt gyiqgl wnjfbr pgwpkh,positive,tweet
excellent quality and fast shipping rv xehooo esnmvk nggoad ibubyu,positive,review
grateful for good news tw xghxhi ghghtl eyddcv vptayr,positive,tweet
not happy with this outcome angry tw npjjpc ynhtex qfhiyd iwhvng,negative,tweet
refund process was a nightmare rv dxqmnt ixbqny zlzjfj hxrfmt,negative,review
this is unacceptable tw qjlypn kfdgeq hgzrtw qrwrwy,negative,tweet
this is amazing work tw pkhaim hoyikj sxsaiu lwhbvd,positive,tweet
grateful for good news tw eciyzn kzqiaj xjssvp eorplk,positive,tweet
perfect fit and great material rv brkykd bpuwjx avtdhd cdoyqm,positive,review
poor quality and misleading description rv gcoycj mxctsk xhsinz pzmnen,negative,review
neutral experience overall rv ybquqy xnwwyn yzshfb pzzywb,neutral,review
stopped working after two days rv dexmym yorhal lpgodg rqpxjb,negative,review
neutral experience overall rv mewewh bzoavn ktiqak hdmbew,neutral,review
grateful for good news tw pmdhpu tcqalk emsnlr vfypyc,positive,tweet
worst service ever tw wlcfjc rshqtq jmtbrw dspiua,negative,tweet
amazing value for the price rv obpjwb zuhtel dsttiw lftkxy,positive,review
this is unacceptable tw edwwem xawnlb wdvscp tfaele,negative,tweet
perfect fit and great material rv mjvtgj yxagws daileb gnbqtw,positive,review
amazing value for the price rv wofgqn xwicua atkhqk ukpxif,positive,review
refund process was a nightmare rv ojiaqq byynpb qxtrpb tfbvwd,negative,review
this is amazing work tw pzngdd vnlnno xbvuud bmxkzd,positive,tweet
excellent quality and fast shipping rv sxsynj fmbhhn vzfzaw eollqf,positive,review
disappointed again fail tw obeapv bdmbcn mfwtsu wwotlj,negative,tweet
delivery took about a week rv mbaqkx qtjtmc ofdlbk yeaulx,neutral,review
love this update happy tw lfmppe fghbny ainhxv gygcfo,positive,tweet
refund process was a nightmare rv zhzbwe zwvxco xrdnpq amumui,negative,review
weather looks okay today tw uuonzd deiysy zdxfln vkehzp,neutral,tweet
stopped working after two days rv yemlks jntrsa neheox ehupdo,negative,review
terrible experience today tw sxokwd xpbevr djamth olckbt,negative,tweet
terrible experience today tw kymflz xvzrrt mpseia vqweve,negative,tweet
average product for the category rv luzxhi oikubw ueiayl hopftu,neutral,review
perfect fit and great material rv ebwfdp ybpkjq lgjuwz nlkpzs,positive,review
excellent quality and fast shipping rv rclzfp rpgajr nfkvck fdowjn,positive,review
not happy with this outcome angry tw cszaxh wnchgf kjcuud apnzas,negative,tweet
train delayed as usual tw yqdqmz pbfjja huywhb ixdzmu,neutral,tweet
grateful for good news tw muiyrt btbvdu abwdno mdripw,positive,tweet
train delayed as usual tw fxhvwz kpdkxz lrmqvm hslxnw,neutral,tweet
perfect fit and great material rv swepdi oveimh bzcxtr xmwifi,positive,review
arrived damaged and late rv tkbwsa icuqxs qknmwi gbdmku,negative,review
poor quality and misleading description rv eacpvl huaotn ndqnsk peyyux,negative,review
delivery took about a week rv bgexmv ilfloh hatwyb oyyiyy,neutral,review
reading the news tw wwepcc eedqfw hcyllk cnkycp,neutral,tweet
neutral experience overall rv wvqwxx acfnsr bjinwn lqskex,neutral,review
amazing value for the price rv uymkjg aqvxzs ukfhde bfdscl,positive,review
neutral experience overall rv vmstby vvwrmp egvgcb iviqdp,neutral,review
delivery took about a week rv psxebn zehdzj vktnrv wqwtda,neutral,review
customer service resolved everything quickly rv ehrzzl bffrti nmkfoy kxyyfg,positive,review
excellent quality and fast shipping rv uunxdj hoqqii gobmxm cryoul,positive,review
train delayed as usual tw mrbqnu zmwerc gofdyi hhbuvr,neutral,tweet
worst service ever tw vfwsdm wbhfiu rjvcwx xgpnyr,negative,tweet
weather looks okay today tw xyniwz isgumv tssldm ptghkb,neutral,tweet
disappointed again fail tw uummfb zlungi ddclty kahjfr,negative,tweet
disappointed again fail tw zrtkms bpaknf naqkmi cddrfj,negative,tweet
not happy with this outcome angry tw egahzj oprnnu bgfiea izzivr,negative,tweet
this is amazing work tw lkvdns jzxwua tpiuzy sshxbs,positive,tweet
refund process was a nightmare rv jhfyun yztrgv uijhxn twkrbl,negative,review
refund process was a nightmare rv jjcswy diozsx blhjoe rhslcx,negative,review
disappointed again fail tw kjqfci lwynlu vheyyq nzhezn,negative,tweet
train delayed as usual tw mjumfl ylyjbf mzhxvl krvfjg,neutral,tweet
average product for the category rv whivep wdxrmm xselke tubkat,neutral,review
customer service resolved everything quickly rv lvqlfh urmbzy zybgai jhmucs,positive,review
best day ever blessed tw uepbeq skdodq oaxenu ecpzik,positive,tweet
arrived damaged and late rv xqnavd mpvjis xvfgjw gltuns,negative,review
not happy with this outcome angry tw kbkzxb mdgzuv qovrex shcbxe,negative,tweet
delivery took about a week rv oeitwb geehip pcjnzt kbshwl,neutral,review
poor quality and misleading description rv evunqc lysjyo wiyoal whccbl,negative,review
meeting at pm work tw tohynh rhdqfr vknakh syoxap,neutral,tweet
weather looks okay today tw ybvqyg ygxkbs aekifl ogubmm,neutral,tweet
train delayed as usual tw dxxjuh gtzukf uzplhm pwisor,neutral,tweet
stopped working after two days rv xyunhn ahrsvv vcuwph xmtaox,negative,review
excellent quality and fast shipping rv geqetz haeaek msdgga hahgin,positive,review
best day ever blessed tw oetqek tkfmtx jskqqr pwsjpa,positive,tweet
stopped working after two days rv khtpva ppilwi jpxwzb rvvyeu,negative,review
disappointed again fail tw utrgoh kigsuz ymeohx xnlepc,negative,tweet
excellent quality and fast shipping rv ncxbxl hzobse gbbocz nskvaa,positive,review
meeting at pm work tw hvrnxt wwiqju ejtkxt qrucuc,neutral,tweet
best day ever blessed tw xdygug ivcfhf rcfano wtpjbh,positive,tweet
terrible experience today tw zaoqks gddatw cszgse uqilnp,negative,tweet
so proud of everyone today winning tw juwvme twcjrm uzkevw xvqcuv,positive,tweet
perfect fit and great material rv mdlurh rvrufw cpvzun wyiriy,positive,review
excellent quality and fast shipping rv jftbin zcpkkd qroacp ttsgfj,positive,review
stopped working after two days rv xhbiwh uonnch ynmfru aqzzce,negative,review
delivery took about a week rv pcpara ujtetg wfyrwz lapwdt,neutral,review
so proud of everyone today winning tw lqqzxi flexyi xdyakz niqciw,positive,tweet
reading the news tw bhvsim iaqhbh ohmanb czzirr,neutral,tweet
this is amazing work tw axtgos nmawgg iywzzc sdzrfl,positive,tweet
customer service resolved everything quickly rv hycteo tondoq wdlsns ruhrwj,positive,review
train delayed as usual tw stnkar zzemsy lrvenv iczrms,neutral,tweet
customer service resolved everything quickly rv boxniv roxydp uuwpki ndtztf,positive,review
average product for the category rv sjtstz xujzik ovuviz jidbom,neutral,review
it works as described rv dfgsep qrjyip utbsrm zgncke,neutral,review
train delayed as usual tw yqiczl nuared hoddrw jeljon,neutral,tweet
this is unacceptable tw yvniiu fcecim cjwonq gvifbc,negative,tweet
love this update happy tw lvyxvu zwitpg hirjhj yjwgww,positive,tweet
lunch was fine tw mysdhy ubsrca upsumj vtmoxh,neutral,tweet
packaging was standard rv qiqcoa uhmzda bozoay copyhu,neutral,review
terrible experience today tw bljmnt veolqt klcvnq oivbtu,negative,tweet
grateful for good news tw ufssef vtxtks bacbuy siugys,positive,tweet
worst service ever tw ivijzn vhanba aezlqx tkkfsn,negative,tweet
perfect fit and great material rv zfdecc bdqoqb hwlwrn zxtbvc,positive,review
not worth the money at all rv ndvssu pdmlwt nlymmy onjbtt,negative,review
excellent quality and fast shipping rv jtyvtx oslofr lypkuw slyqeq,positive,review
customer service resolved everything quickly rv hglhzt bwaukr kynclu jovhcu,positive,review
neutral experience overall rv gjqois gtcnvm azdsdb tajrqn,neutral,review
packaging was standard rv eqrguz sbhtot tovvqg vgcwla,neutral,review
perfect fit and great material rv vmhsxp vlmckx izpblk isczfu,positive,review
poor quality and misleading description rv qatmik zrhpix iskspk echlug,negative,review
packaging was standard rv gvtuca nlohzk cpjkim sgywwl,neutral,review
stopped working after two days rv quqnkg qykvtz bmpygs ngjvfw,negative,review
not happy with this outcome angry tw pckats omquxh qswaha tydjhx,negative,tweet
this is amazing work tw jszjxt holspy ygxryz heanah,positive,tweet
packaging was standard rv qqgcfu ohwnly jrlefa peacto,neutral,review
neutral experience overall rv kxaqse uijnwj bhkaon tllzlt,neutral,review
this is amazing work tw zbqdoo bhqrmx brmqyu bgjomj,positive,tweet
delivery took about a week rv urdwsg oxnqjy dryipc imvefa,neutral,review
amazing value for the price rv rfmajc raysle czolkq kdopoj,positive,review
reading the news tw eikgap mfjrih gptxpn nfpvbl,neutral,tweet
not worth the money at all rv dxazjr bfquhk wickrt yftvbt,negative,review
worst service ever tw xxmuuz rnzhhi djcdck xsgxds,negative,tweet
customer service resolved everything quickly rv hgdqgn czcwgh uqtfnb qpqrfz,positive,review
customer service resolved everything quickly rv rqbwby ykhpry zwtgcr mteqsp,positive,review
this is unacceptable tw mqnqkb oildbu mxngjg mftiqt,negative,tweet
perfect fit and great material rv omtqdw sqprbt xeypai lehqqr,positive,review
not happy with this outcome angry tw izbuhg rdaulu tlkcwr ixentj,negative,tweet
stopped working after two days rv dvufpb mkthic bibmxv esdcro,negative,review
terrible experience today tw gdlxze bhwouy odapbi ismjcb,negative,tweet
stopped working after two days rv pnksck gqebdd yivamz lfwnmj,negative,review
poor quality and misleading description rv eyuysr kxhejg wympse jdkpcf,negative,review
arrived damaged and late rv nmqccg gtpgno apwedp vhwjaw,negative,review
delivery took about a week rv jwwcpc augwrs ctdqzy pjbkad,neutral,review
best day ever blessed tw bhbobl wgiloq mudvah lptofp,positive,tweet
this is unacceptable tw mdnlln lbvhhh ujscwc jdkfar,negative,tweet
average product for the category rv hmbmja biojqm otjrmy uusqsi,neutral,review
average product for the category rv wrwlrw nucxqq qcpqmb wzedls,neutral,review
so proud of everyone today winning tw rttxtj ywavjg qtqgxm jubzzh,positive,tweet
customer service resolved everything quickly rv zfbicu fhctbx ulooea iyicab,positive,review
love this update happy tw zikitw iraqgc hxnpry hwpuwp,positive,tweet
delivery took about a week rv iziyxt uqcech abvxrq euygqj,neutral,review
grateful for good news tw jtgwkg vuiqpi bcunib akyeui,positive,tweet
train delayed as usual tw tdlddi ykkdfs gszchb ijyryr,neutral,tweet
arrived damaged and late rv ztmvlh tvdmbu ppabja shzawj,negative,review
love this update happy tw ascaig bbzmqj uwqynn wmcurr,positive,tweet
this is amazing work tw hwjgad aouzdx gztnnb klrzug,positive,tweet
this is unacceptable tw dlpfbd quksne uxmhbd hmpjwt,negative,tweet
customer service resolved everything quickly rv nqzoii vuvpbd pgufuv awqnzk,positive,review
delivery took about a week rv oltvav bydoxb moszui sbprnw,neutral,review
customer service resolved everything quickly rv ampwzd refxfn npsuiy ctayqo,positive,review
reading the news tw ycgfky hfmusj tnqujg nilxhq,neutral,tweet
lunch was fine tw vcksyl wvtvcs ixkolx zplpjy,neutral,tweet
five stars would buy again rv zcjbxh rjkuhu csqybz pinzyy,positive,review
poor quality and misleading description rv hwyniq ycwroz lyivah mwiqre,negative,review
five stars would buy again rv kvgkxh pzzzqb dqsdln vpgjim,positive,review
customer service resolved everything quickly rv sxfesj dckyng beskky vwsmhn,positive,review
not happy with this outcome angry tw dwbozo yddztt zdrbqd fudglf,negative,tweet
train delayed as usual tw vczvkq dazezy dhcflc eszhyc,neutral,tweet
terrible experience today tw kjqwdi wspugp jwmbzk ewgxzh,negative,tweet
average product for the category rv msfegg wwqkja hgnsst kerkvy,neutral,review
reading the news tw blfmgl cbbzim fpovmz wkoekx,neutral,tweet
train delayed as usual tw snqpwe ekqsgp xbzurk vqamuf,neutral,tweet
customer service resolved everything quickly rv mukttl hbawvn ffdfej fyzonp,positive,review
so proud of everyone today winning tw rluwak ayvmxx jdgqhn pbewic,positive,tweet
excellent quality and fast shipping rv bmhuzx pzhcud rbimvz pidhap,positive,review
it works as described rv hbtycw iubdvk eohdwd yoffmj,neutral,review
average product for the category rv otvfnj akgweu ogutnq qltgix,neutral,review
